produto;valor_unitario;quantidade;data_venda;codigo_venda;id_loja
Cadeira Gamer;975.56;2;2024-05-19;VND100520;103
Mouse;58.55;1;2024-04-11;VND100521;105
Webcam;725.99;2;2024-10-01;VND100522;103
Webcam;2365.14;8;2024-12-20;VND100523;101
Teclado;550.9;8;2024-09-09;VND100524;105
Cadeira Gamer;4337.73;6;2024-06-05;VND100525;103
Teclado;1856.37;7;2024-11-23;VND100526;105
Notebook;2265.89;1;2024-10-13;VND100527;102
Headset;1589.51;3;2025-02-10;VND100528;102
Teclado;1824.56;8;2024-07-12;VND100529;104
Headset;164.59;1;2024-05-20;VND100530;101
Headset;2090.44;5;2025-02-13;VND100531;102
Cadeira Gamer;2895.88;2;2025-02-18;VND100532;105
Teclado;2529.13;4;2025-02-27;VND100533;105
Monitor;2781.15;6;2024-11-20;VND100534;104
Pendrive;1891.89;7;2025-01-18;VND100535;102
Mouse;4432.41;1;2024-09-01;VND100536;103
Mouse;4733.45;2;2024-12-26;VND100537;101
Cadeira Gamer;3171.24;6;2024-07-07;VND100538;103
Mouse;4049.88;6;2024-12-29;VND100539;104
Pendrive;562.53;1;2024-12-06;VND100540;102
Webcam;4112.33;6;2024-06-11;VND100541;105
Teclado;4712.12;2;2025-01-09;VND100542;104
Mesa Escritório;522.15;9;2024-10-29;VND100543;103
Teclado;4121.47;10;2024-05-22;VND100544;101
Teclado;3424.93;5;2025-02-03;VND100545;104
Mouse;2879.43;9;2024-09-21;VND100546;104
Teclado;493.78;6;2024-07-08;VND100547;102
Webcam;4563.4;2;2025-02-01;VND100548;104
Pendrive;1625.22;5;2025-01-09;VND100549;103
Mesa Escritório;3420.23;9;2024-10-09;VND100550;105
Monitor;3441.74;8;2024-07-08;VND100551;103
Webcam;2962.92;2;2024-07-02;VND100552;101
Headset;374.31;7;2024-11-12;VND100553;104
Pendrive;4793.19;6;2024-06-19;VND100554;101
Mesa Escritório;1239.17;10;2024-04-18;VND100555;103
Webcam;2649.53;9;2024-07-24;VND100556;101
Mesa Escritório;3018.54;1;2024-05-06;VND100557;103
Pendrive;947.11;1;2024-11-09;VND100558;103
Mouse;2816.13;8;2025-01-17;VND100559;101
Notebook;2154.8;8;2024-04-05;VND100560;104
Webcam;1166.25;2;2025-02-08;VND100561;102
Webcam;1398.45;1;2024-07-27;VND100562;103
Notebook;4851.56;7;2024-11-07;VND100563;105
Mouse;1761.11;1;2024-10-10;VND100564;102
Mouse;2568.51;9;2025-02-03;VND100565;102
Monitor;888.7;3;2025-02-14;VND100566;101
Notebook;1059.32;7;2024-06-11;VND100567;104
Headset;1990.29;5;2025-01-11;VND100568;105
Mesa Escritório;2863.21;2;2024-07-15;VND100569;102
Monitor;3157.33;4;2024-12-17;VND100570;101
Pendrive;1253.58;5;2024-05-23;VND100571;103
Notebook;437.24;3;2024-06-04;VND100572;102
Impressora;2441.38;8;2024-07-01;VND100573;105
Impressora;1205.21;5;2024-10-09;VND100574;105
Headset;1469.06;3;2024-07-03;VND100575;104
Monitor;60.38;6;2024-06-20;VND100576;101
Webcam;2872.57;2;2024-06-17;VND100577;104
Pendrive;307.52;3;2024-10-19;VND100578;102
Notebook;2989.11;4;2024-03-28;VND100579;101
Teclado;408.5;7;2024-10-26;VND100580;103
Teclado;3243.93;9;2024-05-10;VND100581;104
Cadeira Gamer;1367.29;9;2024-09-12;VND100582;103
Monitor;3278.28;10;2024-04-10;VND100583;102
Impressora;4868.01;5;2024-07-09;VND100584;105
Headset;928.01;6;2024-05-30;VND100585;101
Headset;2056.19;3;2024-04-20;VND100586;105
Pendrive;2207.97;3;2024-07-30;VND100587;102
Cadeira Gamer;3401.01;6;2025-01-31;VND100588;103
Notebook;3975.84;2;2025-03-08;VND100589;103
Monitor;3560.56;9;2025-03-11;VND100590;102
Monitor;414.18;10;2024-10-13;VND100591;105
Mesa Escritório;3450.08;9;2025-01-08;VND100592;103
Mesa Escritório;1759.2;10;2024-10-14;VND100593;103
Mesa Escritório;2598.29;2;2024-05-23;VND100594;101
Cadeira Gamer;4623.51;7;2024-08-26;VND100595;102
Webcam;2565.37;2;2025-02-25;VND100596;105
Mouse;2569.95;5;2024-09-30;VND100597;101
Monitor;2566.01;2;2024-04-14;VND100598;101
Teclado;1759.94;10;2024-12-30;VND100599;104
Monitor;2599.04;9;2024-12-29;VND100600;105
Pendrive;2489.0;7;2025-02-18;VND100601;105
Mouse;2892.78;1;2024-11-29;VND100602;105
Monitor;339.37;5;2024-05-31;VND100603;103
Impressora;4654.09;5;2024-03-31;VND100604;103
Teclado;579.25;9;2024-03-20;VND100605;105
Headset;1711.01;10;2024-09-13;VND100606;101
Notebook;2190.67;2;2024-10-08;VND100607;102
Teclado;3692.3;8;2024-07-28;VND100608;103
Mesa Escritório;881.94;10;2025-03-03;VND100609;102
Cadeira Gamer;1181.77;4;2024-11-09;VND100610;103
Teclado;4596.04;8;2024-11-15;VND100611;101
Mesa Escritório;366.21;1;2025-03-06;VND100612;105
Mesa Escritório;3084.62;9;2024-04-03;VND100613;103
Webcam;394.73;1;2025-02-08;VND100614;103
Headset;1626.53;3;2025-01-05;VND100615;103
Headset;488.83;10;2024-07-07;VND100616;104
Headset;4562.79;1;2024-12-11;VND100617;102
Headset;1923.67;2;2024-07-03;VND100618;104
Webcam;4313.79;7;2024-04-26;VND100619;101
Headset;2313.1;4;2024-03-19;VND100620;101
Cadeira Gamer;158.22;6;2024-07-20;VND100621;105
Teclado;4069.43;8;2024-04-20;VND100622;105
Pendrive;3035.26;7;2024-09-03;VND100623;103
Pendrive;2823.31;6;2024-06-22;VND100624;104
Pendrive;3705.16;2;2024-05-13;VND100625;101
Mouse;3134.81;8;2024-12-25;VND100626;104
Notebook;3711.84;1;2025-01-11;VND100627;104
Mouse;1981.17;6;2024-09-08;VND100628;104
Mouse;3571.71;9;2024-10-26;VND100629;101
Webcam;748.81;7;2025-03-09;VND100630;101
Headset;4640.19;4;2024-08-13;VND100631;101
Pendrive;4104.58;9;2024-12-18;VND100632;104
Teclado;4068.82;7;2025-03-08;VND100633;104
Notebook;1817.58;9;2024-08-12;VND100634;101
Headset;4479.57;6;2024-11-25;VND100635;104
Pendrive;3574.85;8;2024-08-29;VND100636;103
Impressora;4969.12;2;2025-02-16;VND100637;105
Mesa Escritório;2321.32;2;2024-09-07;VND100638;105
Monitor;4980.85;6;2025-02-10;VND100639;101
Notebook;567.36;5;2024-12-08;VND100640;102
Mesa Escritório;2067.56;1;2024-11-20;VND100641;103
Mouse;2380.29;2;2024-03-28;VND100642;103
Mouse;4738.32;3;2024-06-13;VND100643;105
Notebook;1495.02;7;2024-11-23;VND100644;105
Mesa Escritório;923.1;1;2025-02-24;VND100645;104
Notebook;1426.13;8;2025-01-18;VND100646;102
Headset;2874.93;2;2024-06-04;VND100647;102
Webcam;972.1;7;2024-09-17;VND100648;104
Cadeira Gamer;1956.95;5;2024-08-06;VND100649;101
Pendrive;1451.91;9;2025-01-28;VND100650;102
Webcam;2824.44;7;2025-03-04;VND100651;104
Cadeira Gamer;3829.09;2;2024-04-09;VND100652;102
Impressora;4093.58;6;2024-12-06;VND100653;101
Mesa Escritório;4308.15;8;2024-09-25;VND100654;101
Mouse;153.37;10;2025-01-20;VND100655;102
Teclado;3793.54;1;2024-08-17;VND100656;105
Monitor;3217.3;6;2024-10-21;VND100657;104
Webcam;4662.01;6;2024-05-14;VND100658;105
Cadeira Gamer;3843.62;1;2024-11-20;VND100659;101
Impressora;4147.99;1;2024-07-06;VND100660;102
Impressora;989.57;1;2024-06-08;VND100661;101
Notebook;2775.74;2;2024-05-22;VND100662;104
Webcam;3268.93;5;2024-04-17;VND100663;103
Cadeira Gamer;236.84;2;2024-03-30;VND100664;103
Pendrive;825.12;9;2024-10-27;VND100665;104
Mesa Escritório;2306.43;1;2024-08-23;VND100666;104
Monitor;3832.26;3;2024-06-11;VND100667;102
Headset;806.29;4;2024-09-04;VND100668;103
Notebook;1792.65;2;2024-04-23;VND100669;104
Headset;1833.11;8;2024-08-17;VND100670;102
Impressora;4284.21;1;2024-04-19;VND100671;104
Cadeira Gamer;4775.92;8;2024-07-25;VND100672;103
Webcam;578.21;1;2025-02-22;VND100673;101
Teclado;1400.11;1;2024-11-24;VND100674;103
Cadeira Gamer;452.52;10;2024-07-19;VND100675;101
Teclado;773.75;5;2024-08-13;VND100676;104
Notebook;3629.79;2;2024-08-21;VND100677;105
Monitor;2383.59;5;2024-06-30;VND100678;105
Mouse;3959.21;1;2024-06-30;VND100679;104
Cadeira Gamer;4690.28;1;2024-08-06;VND100680;103
Mouse;3736.51;5;2024-09-30;VND100681;105
Webcam;4900.87;9;2025-01-18;VND100682;105
Monitor;3394.86;6;2024-06-22;VND100683;103
Mesa Escritório;3001.29;1;2024-11-09;VND100684;101
Teclado;1313.3;7;2024-09-30;VND100685;105
Cadeira Gamer;2897.2;7;2024-05-18;VND100686;103
Impressora;2428.39;10;2024-12-01;VND100687;102
Mesa Escritório;454.19;8;2025-03-04;VND100688;105
Monitor;4598.48;8;2024-11-11;VND100689;103
Cadeira Gamer;3503.46;7;2025-03-06;VND100690;101
Monitor;3625.71;6;2024-10-06;VND100691;104
Monitor;2119.76;5;2024-06-21;VND100692;101
Mouse;1643.52;8;2024-06-28;VND100693;105
Notebook;3357.99;10;2024-08-30;VND100694;105
Headset;4570.95;7;2024-06-02;VND100695;102
Monitor;1693.16;6;2024-08-30;VND100696;105
Webcam;2096.48;1;2024-05-05;VND100697;104
Teclado;4979.01;3;2024-11-29;VND100698;105
Headset;1293.42;10;2024-08-08;VND100699;105
Teclado;1985.97;6;2024-12-04;VND100700;102
Cadeira Gamer;2487.61;7;2024-12-05;VND100701;105
Notebook;2323.89;6;2024-07-01;VND100702;105
Headset;1181.36;2;2024-04-03;VND100703;105
Notebook;3114.11;8;2025-01-25;VND100704;103
Monitor;4224.62;10;2024-12-10;VND100705;101
Webcam;274.76;3;2024-05-28;VND100706;101
Cadeira Gamer;870.17;10;2024-09-02;VND100707;102
Pendrive;4851.32;3;2024-12-20;VND100708;104
Teclado;2864.04;4;2024-06-10;VND100709;103
Webcam;3765.45;9;2024-05-12;VND100710;101
Notebook;2738.8;1;2025-02-12;VND100711;104
Mesa Escritório;1396.42;6;2024-09-21;VND100712;104
Headset;4486.7;5;2024-08-23;VND100713;101
Mouse;2227.41;6;2024-09-26;VND100714;104
Teclado;1156.64;9;2024-08-26;VND100715;101
Pendrive;2243.01;1;2025-02-15;VND100716;101
Webcam;2185.45;3;2024-11-26;VND100717;104
Mouse;299.12;1;2024-03-23;VND100718;105
Cadeira Gamer;3111.44;6;2024-12-29;VND100719;103
Mouse;2603.66;6;2024-09-06;VND100720;102
Teclado;75.16;6;2025-02-02;VND100721;103
Monitor;3879.96;1;2024-06-23;VND100722;103
Webcam;1930.36;3;2025-02-25;VND100723;105
Pendrive;1748.94;1;2024-09-05;VND100724;103
Webcam;318.38;7;2024-07-24;VND100725;105
Pendrive;602.35;7;2024-07-18;VND100726;102
Webcam;3483.01;7;2024-10-21;VND100727;103
Mouse;4253.74;5;2025-02-24;VND100728;102
Monitor;4417.95;3;2024-11-09;VND100729;103
Monitor;1727.19;5;2024-06-19;VND100730;101
Impressora;3049.84;3;2024-12-21;VND100731;104
Teclado;4373.78;10;2024-10-12;VND100732;102
Monitor;2695.71;7;2024-04-15;VND100733;103
Notebook;3784.43;5;2024-08-31;VND100734;104
Monitor;3299.47;6;2024-04-20;VND100735;104
Cadeira Gamer;248.02;4;2024-10-10;VND100736;101
Cadeira Gamer;470.95;4;2024-12-31;VND100737;105
Notebook;2767.27;3;2024-04-06;VND100738;101
Headset;441.11;4;2024-11-27;VND100739;102
Teclado;2167.51;4;2024-11-14;VND100740;104
Teclado;4600.06;9;2024-08-21;VND100741;101
Cadeira Gamer;179.71;6;2024-07-26;VND100742;104
Webcam;4266.36;2;2024-03-27;VND100743;104
Cadeira Gamer;874.98;5;2024-11-20;VND100744;103
Notebook;2861.49;8;2024-06-15;VND100745;103
Pendrive;2679.07;2;2025-02-05;VND100746;102
Teclado;4571.21;9;2024-08-19;VND100747;102
Cadeira Gamer;636.03;5;2024-07-01;VND100748;101
Notebook;4864.88;7;2025-02-12;VND100749;104
Monitor;2972.44;9;2024-07-14;VND100750;105
Monitor;1374.69;8;2025-02-06;VND100751;104
Mesa Escritório;3121.21;1;2024-07-18;VND100752;101
Monitor;1561.87;6;2024-06-15;VND100753;104
Impressora;4467.47;6;2024-08-21;VND100754;102
Cadeira Gamer;3141.3;4;2024-08-18;VND100755;101
Impressora;4331.92;1;2024-12-31;VND100756;105
Headset;2672.47;8;2024-07-17;VND100757;102
Mouse;2589.48;5;2025-02-22;VND100758;102
Cadeira Gamer;628.66;6;2024-10-23;VND100759;103
Webcam;2567.64;7;2024-11-10;VND100760;101
Notebook;2959.85;7;2025-01-11;VND100761;104
Notebook;82.96;8;2024-12-21;VND100762;104
Cadeira Gamer;3682.04;5;2024-12-22;VND100763;101
Notebook;3410.82;8;2024-05-12;VND100764;104
Impressora;354.1;4;2024-04-16;VND100765;102
Notebook;58.36;1;2024-12-25;VND100766;105
Mouse;2138.2;10;2024-12-04;VND100767;105
Webcam;2349.5;6;2024-05-18;VND100768;104
Mouse;241.82;3;2024-12-22;VND100769;101
Webcam;1521.71;8;2024-09-16;VND100770;103
Pendrive;987.22;7;2024-07-20;VND100771;104
Mouse;3805.3;7;2024-09-18;VND100772;102
Teclado;210.62;3;2024-03-25;VND100773;104
Monitor;1754.86;9;2024-07-18;VND100774;102
Monitor;3592.49;8;2025-03-07;VND100775;105
Mouse;2378.7;10;2024-05-20;VND100776;102
Teclado;3997.78;5;2024-07-13;VND100777;101
Monitor;1298.39;7;2024-04-05;VND100778;105
Mouse;2200.6;9;2025-02-02;VND100779;102
Impressora;3926.22;7;2025-01-05;VND100780;102
Webcam;4989.93;8;2024-11-02;VND100781;104
Webcam;2291.63;9;2024-10-03;VND100782;102
Mesa Escritório;2296.49;3;2024-11-11;VND100783;103
Teclado;4183.31;6;2024-11-06;VND100784;105
Monitor;603.25;8;2025-01-22;VND100785;102
Notebook;3574.6;9;2024-09-29;VND100786;102
Webcam;2271.43;7;2024-07-22;VND100787;105
Cadeira Gamer;1019.01;1;2024-10-02;VND100788;103
Monitor;2078.12;2;2025-02-04;VND100789;105
Monitor;3487.24;7;2024-09-09;VND100790;102
Webcam;3800.18;4;2024-08-26;VND100791;101
Impressora;1780.97;7;2024-03-24;VND100792;101
Cadeira Gamer;4855.31;5;2024-11-27;VND100793;102
Notebook;1618.55;8;2024-04-06;VND100794;102
Mouse;2440.39;4;2024-08-11;VND100795;101
Mouse;3755.05;4;2024-05-25;VND100796;103
Cadeira Gamer;1280.84;2;2024-09-16;VND100797;101
Webcam;3930.59;4;2024-09-29;VND100798;103
Cadeira Gamer;3819.06;4;2024-08-29;VND100799;105
Mouse;3304.31;8;2024-07-03;VND100800;101
Monitor;2856.51;7;2024-03-27;VND100801;103
Cadeira Gamer;1669.63;4;2024-10-23;VND100802;101
Mouse;4504.32;1;2024-06-07;VND100803;103
Mesa Escritório;4764.61;10;2024-05-03;VND100804;105
Headset;3429.43;3;2024-10-25;VND100805;103
Webcam;1070.98;4;2025-02-03;VND100806;101
Impressora;4604.64;8;2024-03-27;VND100807;103
Pendrive;4692.99;10;2024-08-18;VND100808;104
Impressora;3404.68;2;2025-01-24;VND100809;104
Teclado;2768.12;6;2025-02-21;VND100810;104
Headset;3063.59;5;2024-04-29;VND100811;104
Monitor;4476.7;8;2024-09-25;VND100812;103
Headset;3379.88;4;2024-08-04;VND100813;102
Mouse;830.25;9;2024-12-21;VND100814;104
Headset;4859.2;2;2024-03-29;VND100815;104
Cadeira Gamer;4323.04;1;2024-04-02;VND100816;104
Monitor;2155.74;2;2024-06-29;VND100817;101
Mesa Escritório;1968.28;6;2024-12-15;VND100818;105
Impressora;2555.46;6;2024-07-21;VND100819;104
Notebook;373.03;7;2024-09-18;VND100820;104
Cadeira Gamer;1398.23;3;2024-11-12;VND100821;102
Teclado;2333.18;7;2024-12-20;VND100822;103
Monitor;801.67;9;2024-07-31;VND100823;104
Webcam;4945.7;6;2024-12-09;VND100824;104
Impressora;1652.49;6;2025-01-09;VND100825;102
Mesa Escritório;2083.03;5;2024-12-23;VND100826;104
Monitor;796.94;2;2025-02-12;VND100827;101
Notebook;1516.63;10;2025-02-23;VND100828;104
Cadeira Gamer;2627.27;7;2024-05-08;VND100829;102
Teclado;4704.98;3;2024-09-13;VND100830;105
Webcam;399.04;3;2024-06-12;VND100831;102
Teclado;441.8;8;2024-08-21;VND100832;103
Webcam;352.19;3;2024-12-23;VND100833;105
Headset;3721.58;3;2024-03-31;VND100834;103
Impressora;2112.75;7;2024-09-21;VND100835;102
Mouse;144.58;6;2024-04-10;VND100836;105
Mesa Escritório;4101.61;8;2024-10-09;VND100837;101
Mesa Escritório;1070.86;8;2024-05-08;VND100838;104
Teclado;599.14;3;2024-09-06;VND100839;101
Impressora;3944.39;2;2025-01-02;VND100840;104
Pendrive;2446.11;8;2024-11-23;VND100841;101
Mouse;671.77;10;2024-06-18;VND100842;105
Webcam;3952.72;1;2024-05-27;VND100843;104
Mouse;4569.1;8;2024-05-25;VND100844;105
Impressora;2102.1;3;2024-09-06;VND100845;101
Webcam;207.57;3;2024-10-18;VND100846;104
Mesa Escritório;646.76;6;2025-02-20;VND100847;101
Impressora;4240.97;3;2024-09-30;VND100848;102
Headset;3787.53;6;2024-11-29;VND100849;103
Notebook;2351.81;2;2024-05-16;VND100850;105
Headset;4117.14;6;2024-09-26;VND100851;102
Impressora;823.71;3;2024-03-16;VND100852;105
Mouse;4363.15;2;2024-06-21;VND100853;102
Mesa Escritório;1056.38;6;2024-05-22;VND100854;105
Pendrive;4863.3;9;2025-03-02;VND100855;104
Notebook;644.55;6;2024-12-23;VND100856;101
Notebook;4835.73;2;2024-10-20;VND100857;103
Teclado;3297.09;1;2024-07-04;VND100858;104
Teclado;1116.93;5;2025-01-09;VND100859;102
Webcam;823.82;6;2024-06-09;VND100860;105
Impressora;716.9;5;2024-05-02;VND100861;104
Mesa Escritório;2773.49;7;2025-02-06;VND100862;104
Mouse;3485.86;1;2024-06-23;VND100863;103
Mesa Escritório;2681.01;10;2024-05-14;VND100864;104
Cadeira Gamer;4222.31;8;2024-04-04;VND100865;101
Impressora;3450.93;10;2025-02-21;VND100866;105
Mouse;777.54;10;2024-05-14;VND100867;105
Monitor;2233.08;5;2024-07-23;VND100868;103
Notebook;3768.88;10;2024-04-24;VND100869;105
Mouse;4806.96;6;2024-04-30;VND100870;103
Pendrive;1057.9;5;2024-09-22;VND100871;105
Headset;829.99;4;2024-06-07;VND100872;103
Impressora;2841.72;10;2024-11-11;VND100873;101
Pendrive;2612.54;5;2025-02-26;VND100874;101
Notebook;2768.75;2;2024-05-07;VND100875;105
Pendrive;62.46;1;2024-04-01;VND100876;103
Mesa Escritório;2709.04;8;2025-01-04;VND100877;102
Teclado;3466.7;7;2024-04-12;VND100878;102
Headset;994.15;6;2024-09-17;VND100879;102
Cadeira Gamer;3779.91;7;2024-07-31;VND100880;105
Monitor;1393.64;8;2024-07-07;VND100881;101
Monitor;3926.51;4;2024-04-03;VND100882;105
Teclado;3976.11;6;2025-01-20;VND100883;101
Webcam;1487.26;9;2025-02-11;VND100884;101
Webcam;1914.81;3;2025-03-02;VND100885;105
Webcam;3239.47;10;2024-07-02;VND100886;102
Monitor;3415.72;7;2024-05-31;VND100887;101
Impressora;2190.38;10;2024-03-22;VND100888;103
Headset;1852.39;8;2025-02-26;VND100889;103
Cadeira Gamer;50.87;6;2024-03-22;VND100890;103
Notebook;764.77;3;2024-12-02;VND100891;104
Teclado;3908.11;7;2024-07-29;VND100892;104
Cadeira Gamer;4817.66;4;2024-12-15;VND100893;104
Headset;1742.45;8;2024-09-05;VND100894;104
Headset;1425.05;5;2024-05-17;VND100895;104
Notebook;344.67;1;2024-12-25;VND100896;102
Monitor;1646.06;1;2024-05-21;VND100897;104
Impressora;3199.4;5;2024-07-25;VND100898;103
Headset;4207.11;8;2024-09-25;VND100899;102
Webcam;4302.09;10;2024-12-25;VND100900;101
Webcam;4723.63;9;2024-03-22;VND100901;104
Cadeira Gamer;3596.34;6;2025-03-07;VND100902;104
Webcam;3439.51;4;2024-09-23;VND100903;102
Monitor;476.07;1;2025-02-27;VND100904;102
Cadeira Gamer;1811.72;9;2025-01-06;VND100905;104
Cadeira Gamer;4686.84;7;2024-08-29;VND100906;104
Impressora;1475.73;10;2024-05-25;VND100907;102
Mouse;1945.49;1;2024-09-02;VND100908;103
Cadeira Gamer;4881.0;4;2024-12-03;VND100909;104
Monitor;4054.26;5;2024-12-01;VND100910;104
Impressora;565.14;1;2024-09-29;VND100911;101
Pendrive;3293.37;3;2024-04-25;VND100912;102
Webcam;2050.9;5;2024-04-13;VND100913;101
Mesa Escritório;1305.3;5;2024-05-21;VND100914;103
Teclado;82.19;9;2024-04-22;VND100915;101
Impressora;2134.34;10;2025-01-31;VND100916;103
Cadeira Gamer;4419.18;10;2024-03-24;VND100917;104
Monitor;874.98;8;2024-12-09;VND100918;105
Pendrive;394.52;4;2025-02-16;VND100919;103
Mesa Escritório;1922.08;5;2024-09-08;VND100920;104
Webcam;1027.22;5;2024-04-11;VND100921;101
Notebook;1157.1;8;2025-03-05;VND100922;104
Monitor;2037.05;10;2024-07-08;VND100923;103
Impressora;4865.36;7;2024-08-31;VND100924;102
Notebook;893.01;9;2024-04-26;VND100925;102
Webcam;3389.61;2;2025-02-10;VND100926;102
Notebook;1235.17;2;2025-03-05;VND100927;102
Mouse;3186.07;7;2024-12-25;VND100928;101
Impressora;4877.74;7;2024-10-15;VND100929;101
Cadeira Gamer;4831.42;1;2024-12-06;VND100930;102
Notebook;1646.2;9;2024-04-26;VND100931;102
Mesa Escritório;4643.05;7;2024-12-15;VND100932;102
Headset;3714.83;5;2024-11-22;VND100933;103
Headset;3188.73;4;2024-12-13;VND100934;102
Webcam;2300.84;4;2024-07-07;VND100935;105
Cadeira Gamer;4513.78;1;2024-05-30;VND100936;103
Webcam;4913.55;1;2024-11-21;VND100937;104
Monitor;1690.99;9;2024-09-17;VND100938;102
Webcam;175.35;4;2024-12-25;VND100939;103
Impressora;4783.5;3;2024-07-24;VND100940;101
Pendrive;3247.14;1;2024-10-06;VND100941;101
Pendrive;2133.79;9;2025-02-18;VND100942;104
Cadeira Gamer;811.06;8;2024-11-08;VND100943;105
Impressora;455.12;8;2024-12-12;VND100944;104
Impressora;1853.66;7;2024-06-03;VND100945;105
Mouse;869.49;3;2024-07-10;VND100946;103
Pendrive;2546.29;6;2025-03-05;VND100947;105
Notebook;3731.3;3;2024-05-06;VND100948;105
Headset;4234.26;8;2024-06-24;VND100949;104
Monitor;4726.13;3;2024-05-05;VND100950;104
Impressora;3832.38;4;2025-03-05;VND100951;102
Mouse;4270.76;8;2024-04-28;VND100952;101
Webcam;3397.39;3;2024-12-13;VND100953;102
Mesa Escritório;3945.54;5;2024-11-26;VND100954;104
Webcam;203.76;6;2024-09-08;VND100955;105
Monitor;3953.93;8;2024-12-08;VND100956;104
Cadeira Gamer;1634.06;7;2024-07-09;VND100957;103
Notebook;4457.53;4;2024-06-01;VND100958;102
Cadeira Gamer;2127.34;2;2024-07-21;VND100959;104
Impressora;124.56;4;2025-02-03;VND100960;104
Teclado;4245.62;6;2024-07-23;VND100961;104
Webcam;3011.84;1;2024-08-21;VND100962;105
Pendrive;4834.17;8;2024-11-05;VND100963;103
Cadeira Gamer;2711.55;6;2025-03-04;VND100964;103
Notebook;3844.99;1;2024-04-10;VND100965;103
Impressora;2874.41;7;2024-04-29;VND100966;101
Pendrive;4251.28;10;2024-03-22;VND100967;104
Impressora;4697.84;9;2024-10-23;VND100968;102
Webcam;916.77;3;2024-10-27;VND100969;101
Impressora;2602.43;5;2024-07-19;VND100970;103
Mouse;135.53;8;2025-01-29;VND100971;101
Mouse;490.99;5;2024-07-24;VND100972;104
Mouse;1316.7;1;2024-10-25;VND100973;101
Notebook;1781.55;4;2025-01-23;VND100974;103
Webcam;4582.45;3;2024-10-24;VND100975;105
Mouse;4294.53;3;2025-01-18;VND100976;105
Mesa Escritório;4420.76;9;2024-03-29;VND100977;102
Impressora;3655.94;7;2024-08-09;VND100978;102
Monitor;2304.57;8;2024-10-17;VND100979;101
Webcam;4305.59;9;2024-09-19;VND100980;102
Headset;998.76;9;2024-11-16;VND100981;101
Teclado;654.28;2;2024-04-24;VND100982;105
Mouse;3426.92;6;2025-02-02;VND100983;102
Webcam;2662.46;7;2024-08-25;VND100984;101
Notebook;3429.97;10;2024-06-04;VND100985;102
Mouse;620.41;10;2025-01-02;VND100986;104
Monitor;4899.8;5;2024-12-19;VND100987;102
Mouse;1439.36;9;2024-07-27;VND100988;102
Impressora;785.52;10;2024-03-22;VND100989;103
Pendrive;4508.28;6;2025-03-03;VND100990;103
Teclado;3959.99;10;2024-05-21;VND100991;103
Teclado;3665.05;5;2024-04-24;VND100992;102
Mesa Escritório;1728.82;4;2024-11-24;VND100993;103
Mouse;2832.18;8;2024-10-30;VND100994;102
Webcam;1127.16;2;2025-02-16;VND100995;104
Impressora;2564.36;4;2024-04-08;VND100996;102
Cadeira Gamer;4842.08;1;2024-10-15;VND100997;102
Notebook;4597.1;7;2024-09-08;VND100998;105
Cadeira Gamer;3776.71;4;2024-04-29;VND100999;101
Monitor;3865.36;1;2025-01-12;VND101000;103
Notebook;2900.31;10;2024-10-04;VND101001;104
Teclado;634.84;6;2024-06-18;VND101002;101
Webcam;1679.65;1;2025-03-04;VND101003;104
Monitor;3944.08;4;2024-07-24;VND101004;102
Pendrive;1731.62;2;2024-05-22;VND101005;103
Mouse;1655.65;7;2025-03-13;VND101006;102
Teclado;681.16;3;2025-03-08;VND101007;104
Headset;2199.75;6;2024-12-15;VND101008;101
Notebook;2110.62;5;2024-07-24;VND101009;105
Notebook;2988.04;1;2024-11-22;VND101010;101
Cadeira Gamer;3847.59;5;2024-06-07;VND101011;101
